University ID,University Name,Faculty ID,Faculty Name,Program ID,Program/Major Name,Project ID,Project Name (Portfolio),Seats Accepted,Criteria Details,URL,Only Formal,Only International,Only Vocational,Only Non-Formal,Only GED,Admission Conditions,Major ID,Major Name,Field Name,Round
"004","มหาวิทยาลัยเชียงใหม่","09","คณะทันตแพทยศาสตร์","10040109120101A","หลักสูตรทันตแพทยศาสตรบัณฑิต (ทันตแพทยศาสตร์)","A1045","การรับด้วยแฟ้มสะสมผลงาน (รหัส 00410901101010-ทันตแพทยศาสตร์)",15,"แฟ้มสะสมผลงาน ร้อยละ 40 การสัมภาษณ์ ร้อยละ 60 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=285","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,1,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=285","","","ทันตแพทยศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","10","คณะเภสัชศาสตร์","10040110130101A","หลักสูตรเภสัชศาสตรบัณฑิต (เภสัชศาสตร์)","H1126","โครงการพิเศษอื่นๆ โครงการเรียนดีภาษาอังกฤษ (รหัส 00411001108021-เภสัชศาสตร์ )",5,"แฟ้มสะสมผลงาน ร้อยละ 90 การสัมภาษณ์ ร้อยละ 10 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=1552","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=1552","","","เภสัชศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","10","คณะเภสัชศาสตร์","10040110130101A","หลักสูตรเภสัชศาสตรบัณฑิต (เภสัชศาสตร์)","H1125","โครงการพิเศษอื่นๆ โครงการเรียนดี 17 จังหวัดภาคเหนือ (รหัส 00411001108011-เภสัชศาสตร์ )",20,"แฟ้มสะสมผลงาน ร้อยละ 85 การสัมภาษณ์ ร้อยละ 15 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=1551","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=1551","","","เภสัชศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","10","คณะเภสัชศาสตร์","10040110130101A","หลักสูตรเภสัชศาสตรบัณฑิต (เภสัชศาสตร์)","C1002","การรับนักเรียนที่มีผลการเรียนดี (รหัส 00411001103011-เภสัชศาสตร์ )",15,"แฟ้มสะสมผลงาน ร้อยละ 85 การสัมภาษณ์ ร้อยละ 15 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=4","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=4","","","เภสัชศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","10","คณะเภสัชศาสตร์","10040110130101A","หลักสูตรเภสัชศาสตรบัณฑิต (เภสัชศาสตร์)","E1005","การรับนักเรียนจากโครงการเด็กดีมีที่เรียน (รหัส 00411001105011-เภสัชศาสตร์ )",15,"แฟ้มสะสมผลงาน ร้อยละ 85 การสัมภาษณ์ ร้อยละ 15 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=5","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=5","","","เภสัชศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","11","คณะเทคนิคการแพทย์","10040111111301A","หลักสูตรเทคนิคการแพทยบัณฑิต (เทคนิคการแพทย์)","E1006","การรับนักเรียนจากโครงการเด็กดีมีที่เรียน (รหัส 00411101105011-เทคนิคการแพทย์)",20,"แฟ้มสะสมผลงาน ร้อยละ 70 และการสัมภาษณ์ ร้อยละ 30 คิดเป็นร้อยละ 70 TGAT ความถนัดทั่วไป (รหัสวิชา 90) ร้อยละ 30 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=226","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=226","","","เทคนิคการแพทย์",1
"004","มหาวิทยาลัยเชียงใหม่","11","คณะเทคนิคการแพทย์","10040111111001A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์สื่อความหมายและความผิดปกติของการสื่อความหมาย","G1049","การรับนักเรียนที่ดำเนินการโดยคณะ โครงการความร่วมมือฯ ชายแดนใต้ (รหัส 00411105107010-วิทยาศาสตร์สื่อความหมายและความผิดปกติของการสื่อความหมาย)",1,"","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,1,1,1,1,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=1335","","","ความผิดปกติของการสื่อความหมาย",1
"004","มหาวิทยาลัยเชียงใหม่","11","คณะเทคนิคการแพทย์","10040111111001A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์สื่อความหมายและความผิดปกติของการสื่อความหมาย","E1009","การรับนักเรียนจากโครงการเด็กดีมีที่เรียน (รหัส 00411105105011-วิทยาศาสตร์สื่อความหมายและความผิดปกติของการสื่อความหมาย)",1,"แฟ้มสะสมผลงาน ร้อยละ 70 การสัมภาษณ์ ร้อยละ 30 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=1334","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=1334","","","ความผิดปกติของการสื่อความหมาย",1
"004","มหาวิทยาลัยเชียงใหม่","11","คณะเทคนิคการแพทย์","10040111110901A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชากิจกรรมบำบัด","E1007","การรับนักเรียนจากโครงการเด็กดีมีที่เรียน (รหัส 00411102105011-กิจกรรมบำบัด)",5,"แฟ้มสะสมผลงาน ร้อยละ 70 การสัมภาษณ์ ร้อยละ 30 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=160","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=160","","","กิจกรรมบำบัด",1
"004","มหาวิทยาลัยเชียงใหม่","11","คณะเทคนิคการแพทย์","10040111110901A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชากิจกรรมบำบัด","G1047","การรับนักเรียนที่ดำเนินการโดยคณะ โครงการความร่วมมือฯ ชายแดนใต้ (รหัส 00411102107010-กิจกรรมบำบัด)",3,"","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,1,1,1,1,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=1137","","","กิจกรรมบำบัด",1
"004","มหาวิทยาลัยเชียงใหม่","08","คณะเกษตรศาสตร์","10040108611101A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเศรษฐศาสตร์เกษตรและธุรกิจเกษตร","H1098","โครงการพิเศษอื่นๆ โครงการรับนักเรียนจากสภาเกษตรกรแห่งชาติ (รหัส 00410804108021-เศรษฐศาสตร์เกษตรและธุรกิจเกษตร)",1,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=507","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=507","","","เศรษฐศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","08","คณะเกษตรศาสตร์","10040108611101A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเศรษฐศาสตร์เกษตรและธุรกิจเกษตร","F1011","การรับนักเรียนพิการ (รหัส 00410804106011-เศรษฐศาสตร์เกษตรและธุรกิจเกษตร)",1,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=509","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=509","","","เศรษฐศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","08","คณะเกษตรศาสตร์","10040108611101A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเศรษฐศาสตร์เกษตรและธุรกิจเกษตร","H1097","โครงการพิเศษอื่นๆ โครงการอุดมศึกษาเพื่อทายาทเกษตรกร/ผู้ประกอบการทางการเกษตร (รหัส 00410804108011-เศรษฐศาสตร์เกษตรและธุรกิจเกษตร)",8,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=506","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=506","","","เศรษฐศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","08","คณะเกษตรศาสตร์","10040108611101A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเศรษฐศาสตร์เกษตรและธุรกิจเกษตร","E1002","การรับนักเรียนจากโครงการเด็กดีมีที่เรียน (รหัส 00410804105011-เศรษฐศาสตร์เกษตรและธุรกิจเกษตร)",2,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=1553","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=1553","","","เศรษฐศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","08","คณะเกษตรศาสตร์","10040108611101A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเศรษฐศาสตร์เกษตรและธุรกิจเกษตร","A1035","การรับด้วยแฟ้มสะสมผลงาน (รหัส 00410804101011-เศรษฐศาสตร์เกษตรและธุรกิจเกษตร)",18,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=505","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=505","","","เศรษฐศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","11","คณะเทคนิคการแพทย์","10040111111901A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชารังสีเทคนิค","H1127","โครงการพิเศษอื่นๆ เรารักรังสีเทคนิค มหาวิทยาลัยเชียงใหม่ (รหัส 00411103108011-รังสีเทคนิค)",5,"แฟ้มสะสมผลงาน ร้อยละ 70 การสัมภาษณ์ ร้อยละ 30 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=193","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=193","","","รังสีเทคนิค",1
"004","มหาวิทยาลัยเชียงใหม่","11","คณะเทคนิคการแพทย์","10040111111901A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชารังสีเทคนิค","H1128","โครงการพิเศษอื่นๆ ทายาทรังสี (รหัส 00411103108021-รังสีเทคนิค)",3,"แฟ้มสะสมผลงาน ร้อยละ 70 การสัมภาษณ์ ร้อยละ 30 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=194","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=194","","","รังสีเทคนิค",1
"004","มหาวิทยาลัยเชียงใหม่","11","คณะเทคนิคการแพทย์","10040111111901A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชารังสีเทคนิค","G1048","การรับนักเรียนที่ดำเนินการโดยคณะ โครงการความร่วมมือฯ ชายแดนใต้ (รหัส 00411103107010-รังสีเทคนิค)",2,"","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,1,1,1,1,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=1138","","","รังสีเทคนิค",1
"004","มหาวิทยาลัยเชียงใหม่","12","คณะพยาบาลศาสตร์","10040112111701A","หลักสูตรพยาบาลศาสตรบัณฑิต (พยาบาลศาสตร์)","H1129","โครงการพิเศษอื่นๆ โครงการสานฝันฉันอยากเป็นพยาบาล (Born to be NURSE) (รหัส 00411201108010-พยาบาลศาสตร์)",10,"แฟ้มสะสมผลงาน ร้อยละ 40 และการสัมภาษณ์ ร้อยละ 60 คิดเป็นร้อยละ 70 TGAT ความถนัดทั่วไป (รหัสวิชา 90) ร้อยละ 30 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=909","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=909","","","พยาบาลศาสตร์",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211001E","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร","Z1009","การรับผ่านช่องทางนานาชาติ ROUND 1 (รหัส 00411381996010-วิทยาศาสตร์และเทคโนโลยีการอาหาร (นานาชาติ ช่องทาง IPAS))",20,"ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=172","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,1,2,2,1,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=172","","","เทคโนโลยีการอาหาร",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211001E","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร","C1017","การรับนักเรียนที่มีผลการเรียนดี โครงการรับนักเรียนผู้มีผลการเรียนดีเด่น (รหัส 00411371103011-วิทยาศาสตร์และเทคโนโลยีการอาหาร (นานาชาติ ช่องทาง TCAS))",5,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=467","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,1,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=467","","","เทคโนโลยีการอาหาร",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211001A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร","C1003","การรับนักเรียนที่มีผลการเรียนดี โครงการรับนักเรียนผู้มีผลการเรียนดีเด่น (รหัส 00411301103011-วิทยาศาสตร์และเทคโนโลยีการอาหาร)",15,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=441","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=441","","","เทคโนโลยีการอาหาร",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211001A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร","H1130","โครงการพิเศษอื่นๆ โครงการสร้างนักนวัตกรรมทางอุตสาหกรรมเกษตร (รหัส 00411301108011-วิทยาศาสตร์และเทคโนโลยีการอาหาร)",15,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=499","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=499","","","เทคโนโลยีการอาหาร",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211001A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร","E1010","การรับนักเรียนจากโครงการเด็กดีมีที่เรียน (รหัส 00411301105011-วิทยาศาสตร์และเทคโนโลยีการอาหาร)",10,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=443","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=443","","","เทคโนโลยีการอาหาร",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211001A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร","C1004","การรับนักเรียนที่มีผลการเรียนดี โครงการรับนักเรียนด้วยผลสอบความรู้ความสามารถภาษาอังกฤษ (รหัส 00411301103021-วิทยาศาสตร์และเทคโนโลยีการอาหาร)",1,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=442","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=442","","","เทคโนโลยีการอาหาร",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211002A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิศวกรรมกระบวนการอาหาร (เทคโนโลยีการอาหาร)","H1132","โครงการพิเศษอื่นๆ โครงการสร้างนักนวัตกรรมทางอุตสาหกรรมเกษตร (รหัส 00411303108011-วิศวกรรมกระบวนการอาหาร)",10,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=501","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=501","","","เทคโนโลยีการอาหาร",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211002A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิศวกรรมกระบวนการอาหาร (เทคโนโลยีการอาหาร)","C1008","การรับนักเรียนที่มีผลการเรียนดี โครงการรับนักเรียนด้วยผลสอบความรู้ความสามารถภาษาอังกฤษ (รหัส 00411303103021-วิศวกรรมกระบวนการอาหาร)",1,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=450","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=450","","","เทคโนโลยีการอาหาร",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211002A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิศวกรรมกระบวนการอาหาร (เทคโนโลยีการอาหาร)","C1007","การรับนักเรียนที่มีผลการเรียนดี โครงการรับนักเรียนผู้มีผลการเรียนดีเด่น (รหัส 00411303103011-วิศวกรรมกระบวนการอาหาร)",10,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=449","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=449","","","เทคโนโลยีการอาหาร",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211002A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิศวกรรมกระบวนการอาหาร (เทคโนโลยีการอาหาร)","E1012","การรับนักเรียนจากโครงการเด็กดีมีที่เรียน (รหัส 00411303105011-วิศวกรรมกระบวนการอาหาร)",10,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=452","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=452","","","เทคโนโลยีการอาหาร",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211201A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีชีวภาพทางอุตสาหกรรมเกษตร","C1005","การรับนักเรียนที่มีผลการเรียนดี โครงการรับนักเรียนผู้มีผลการเรียนดีเด่น (รหัส 00411302103011-เทคโนโลยีชีวภาพทางอุตสาหกรรมเกษตร)",10,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=445","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=445","","","เทคโนโลยีชีวภาพ",1
"004","มหาวิทยาลัยเชียงใหม่","13","คณะอุตสาหกรรมเกษตร","10040113211201A","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีชีวภาพทางอุตสาหกรรมเกษตร","H1131","โครงการพิเศษอื่นๆ โครงการสร้างนักนวัตกรรมทางอุตสาหกรรมเกษตร (รหัส 00411302108011-เทคโนโลยีชีวภาพทางอุตสาหกรรมเกษตร)",10,"แฟ้มสะสมผลงาน ร้อยละ 50 การสัมภาษณ์ ร้อยละ 50 ตรวจสอบรายละเอียด คลิกที่ https://admission.reg.cmu.ac.th/tcas/findportfolio.php?id=500","ผู้สมัครต้องตรวจสอบข้อมูลฉบับเต็มที่ https://admission.reg.cmu.ac.th/tcas/findfaculty.php",1,2,2,2,2,"ตรวจสอบเกณฑ์การรับได้ที่นี่ https://admission.reg.cmu.ac.th/tcas/findfacultybyid.php?fid=500","","","เทคโนโลยีชีวภาพ",1
